sexe,age,distance_parcourus_KM,nombre_heure_retard,travail,premiere_fois,nb_heure_travail_semaine,Tutorat,provenance,vehicule,vis_seul,etat_matrimonial,heure_moyenne_sommeil,Nom_cours,classe
1,23,30,9,1,1,6,0,2,0,1,1,7,Application mobile 2,1
1,36,24,21,0,1,11,0,1,0,1,1,7,Robotique,1
1,29,14,0,0,0,9,0,3,0,1,0,6,Francais 1,0
1,38,19,6,0,0,27,0,0,0,1,0,5,Traitement du langage naturel,0
1,29,21,2,0,1,25,0,1,0,1,0,9,Application mobile 1,0
1,29,28,21,0,0,4,1,3,1,0,1,8,Big Data Analytics,0
0,23,3,7,0,0,19,0,2,0,0,1,6,Peripheriques et objets connectes,0
0,30,16,25,1,1,6,0,0,1,0,1,5,Developpement web avance,1
1,24,10,8,0,0,32,0,1,0,0,1,9,Programmation orientee objet,0
1,35,8,6,1,0,5,1,0,0,1,0,9,Reseaux informatiques,1
0,30,22,13,1,0,2,1,1,1,0,0,7,Philosophie 2,0
0,20,6,25,1,0,26,1,1,1,0,0,5,Programmation orientee objet,0
0,19,4,20,0,0,33,1,3,1,0,1,4,Big Data Analytics,1
0,23,15,17,0,0,33,0,2,1,1,1,8,Algorithmes avances,0
0,31,1,5,0,0,7,1,4,1,1,0,9,Structure de base de donnees,1
1,22,1,23,1,1,16,0,1,1,0,0,9,Philosophie 1,1
0,30,7,25,0,0,8,0,4,0,1,0,7,Espagnol,0
0,24,20,6,1,0,9,0,4,0,0,0,9,Peripheriques et objets connectes,0
1,31,3,14,0,1,0,0,0,1,1,0,5,Securite informatique,0
0,20,5,6,1,0,31,1,2,1,0,0,6,Programmation orientee objet,1
1,29,22,2,1,0,2,0,1,1,0,1,9,Developpement web avance,0
0,21,23,13,1,0,0,1,1,1,1,1,8,Mathematiques discretes,1
1,19,7,25,0,0,11,1,3,1,0,1,5,Philosophie 3,0
1,26,1,18,0,0,30,1,3,1,1,0,7,Philosophie 3,1
0,35,28,24,1,0,0,1,4,1,1,0,4,Structure de base de donnees,1
0,26,25,9,1,0,9,1,0,1,0,0,8,Peripheriques et objets connectes,1
0,24,22,2,0,1,10,0,3,0,1,0,5,Espagnol,0
0,35,25,11,1,0,28,1,1,1,1,1,5,Application mobile 2,1
1,33,17,10,1,0,35,0,3,0,1,0,9,Peripheriques et objets connectes,1
1,21,28,24,1,0,21,1,1,0,0,0,4,Peripheriques et objets connectes,1
0,25,8,12,1,0,19,0,1,1,1,1,5,Machine Learning,1
0,37,18,10,0,1,9,0,3,0,1,0,10,Application mobile 2,1
0,29,14,8,0,1,24,1,4,1,0,1,5,Philosophie 2,0
1,17,28,0,1,1,33,0,0,1,0,1,5,Conception de bases de donnees,0
0,19,12,21,1,0,27,1,3,0,1,0,7,Application mobile 2,0
1,38,30,14,1,0,19,1,3,0,0,0,6,Francais 3,1
0,29,6,11,0,0,6,1,2,1,1,0,6,Programmation orientee objet,1
0,17,9,1,0,0,35,1,3,1,0,1,4,Intelligence artificielle ethique,1
0,17,10,20,1,0,26,1,3,1,0,0,8,Espagnol,1
0,30,24,9,1,0,7,0,0,0,1,1,9,Programmation orientee objet,0
1,30,9,23,1,1,15,0,4,0,0,1,7,Langages de programmation avances,0
1,25,16,1,0,0,32,1,1,0,1,0,7,Francais 3,1
1,35,17,5,0,0,11,1,1,0,1,0,7,Intelligence artificielle 2,1
0,31,7,22,0,1,4,0,0,1,1,1,5,Philosophie 1,0
1,22,25,17,1,0,3,1,1,1,0,0,7,Developpement web avance,1
0,28,12,9,0,0,11,0,0,0,0,0,4,Peripheriques et objets connectes,1
0,27,26,16,1,0,12,0,3,0,0,0,9,Conception de bases de donnees,0
0,30,28,16,0,1,17,1,2,0,0,1,7,Application mobile 1,0
1,24,23,10,0,0,24,0,4,1,1,0,8,Reseaux informatiques,1
0,22,6,15,1,1,10,0,3,0,1,1,10,Reseaux informatiques,0
0,25,2,15,0,1,11,1,4,0,1,0,8,Systemes d'exploitation,1
0,18,11,18,0,0,8,0,0,0,1,0,5,Intelligence artificielle 2,0
1,35,9,2,1,0,13,1,4,1,0,0,10,Application mobile 1,1
0,28,10,14,0,0,34,1,2,0,0,1,8,Philosophie 3,1
1,20,30,4,1,0,13,1,1,1,0,1,8,Fracais 2,0
1,34,23,21,1,1,24,1,0,0,0,1,6,Fracais 2,1
0,24,10,9,0,0,17,0,2,1,0,0,7,Conception de bases de donnees,1
1,39,5,12,1,1,27,1,3,1,0,1,9,Intelligence artificielle 2,0
0,27,4,13,1,1,29,0,3,1,1,0,4,Philosophie 1,0
1,19,29,8,0,1,10,0,1,0,0,1,5,Fracais 2,1
1,29,6,6,0,0,20,1,4,1,1,1,8,Application mobile 1,1
1,34,22,19,0,1,6,1,4,0,0,1,4,Application mobile 2,0
0,36,9,15,0,1,34,1,2,1,1,1,8,Genie logiciel,1
0,26,11,4,0,0,29,1,4,1,0,0,5,Philosophie 3,1
1,34,20,17,0,1,35,0,0,0,0,1,10,Traitement du langage naturel,1
1,23,2,14,0,0,5,1,1,0,1,1,4,Intelligence artificielle ethique,0
0,26,1,24,1,0,16,0,0,1,0,1,5,Mathematiques discretes,0
0,24,5,25,0,0,2,1,2,1,1,1,10,Programmation orientee objet,1
0,23,16,7,1,0,31,1,2,1,1,0,10,Fracais 2,1
1,18,5,21,0,0,1,1,4,1,1,0,10,Application mobile 2,1
1,28,6,1,1,1,28,0,2,1,1,0,5,Francais 1,0
0,30,4,14,1,0,1,0,4,1,1,0,5,Application mobile 2,1
1,28,26,3,0,0,15,1,4,0,1,0,8,Algorithmes avances,0
1,39,22,18,0,0,2,1,4,0,1,1,8,Conception de bases de donnees,1
1,37,25,15,1,1,29,0,2,0,1,1,7,Anglais,1
1,18,18,25,1,1,19,1,3,1,0,0,6,Robotique,0
0,20,16,18,1,1,29,1,2,1,1,0,8,Espagnol,1
1,30,11,10,1,1,5,1,2,0,1,1,10,Genie logiciel,0
1,20,20,20,0,1,18,0,1,1,1,1,9,Mathematiques discretes,1
1,39,1,19,1,1,30,1,1,0,1,1,10,Programmation orientee objet,1
0,40,18,19,0,0,27,0,3,0,1,1,8,Espagnol,0
1,21,16,11,1,0,12,1,1,1,0,1,8,Robotique,1
0,26,30,9,1,1,5,0,0,1,1,0,6,Reseaux informatiques,1
1,30,23,11,0,0,35,1,0,1,0,0,4,Espagnol,1
0,23,9,10,1,0,22,0,1,0,1,0,8,Intelligence artificielle ethique,0
0,40,24,1,0,1,30,0,1,0,1,0,6,Programmation orientee objet,0
1,37,6,22,1,0,11,0,4,0,0,1,6,Systemes d'exploitation,1
0,32,3,0,1,0,6,0,1,1,1,0,4,Langages de programmation avances,1
0,27,1,19,0,0,34,0,4,1,0,1,8,Espagnol,0
0,36,26,13,1,0,24,1,3,0,1,1,10,Securite informatique,0
1,17,15,7,1,1,32,0,4,1,1,1,6,Intelligence artificielle 2,1
0,20,30,17,1,0,28,0,0,1,0,0,10,Robotique,0
1,32,8,15,1,0,32,1,1,0,1,0,8,Philosophie 2,1
0,37,11,14,1,1,20,1,4,0,0,1,6,Conception de bases de donnees,0
1,29,4,10,1,0,25,1,3,0,1,1,6,Machine Learning,1
1,31,22,16,0,1,0,1,4,1,0,1,8,Algorithmes avances,0
0,35,12,10,1,1,24,0,3,1,1,1,7,Intelligence artificielle ethique,0
1,39,4,25,1,0,16,0,3,0,1,0,9,Systemes d'exploitation,0
1,36,3,5,0,1,30,0,3,0,1,0,4,Intelligence artificielle ethique,1
1,34,25,19,0,0,17,0,4,0,1,1,8,Fracais 2,0
1,36,30,2,1,1,35,0,4,0,0,0,7,Anglais,1
0,38,1,23,1,1,15,0,4,0,1,1,8,Philosophie 3,1
0,30,1,18,0,1,19,0,3,0,0,0,4,Securite informatique,0
1,31,19,23,0,0,19,0,3,0,1,0,8,Intelligence artificielle 1,0
1,35,27,17,1,1,0,0,1,0,0,1,8,Langages de programmation avances,0
0,29,25,11,1,1,16,1,3,1,1,0,7,Philosophie 2,0
0,29,14,17,1,1,31,0,2,1,1,1,6,Systemes d'exploitation,1
1,31,28,19,1,0,32,1,0,1,0,1,9,Big Data Analytics,1
1,33,29,4,1,0,10,0,1,1,0,1,10,Philosophie 3,0
1,38,21,8,1,0,22,1,2,1,0,1,8,Francais 3,0
1,32,11,17,0,1,24,1,2,1,0,1,5,Structure de base de donnees,1
0,27,23,13,0,1,2,1,4,1,0,0,6,Securite informatique,1
1,33,4,24,1,0,18,1,0,0,0,0,8,Traitement du langage naturel,1
0,24,25,3,0,0,25,1,4,0,1,0,7,Developpement web avance,1
0,28,12,23,1,0,35,1,3,1,1,1,7,Intelligence artificielle 2,1
0,22,8,5,0,0,30,0,0,0,0,0,4,Algorithmes avances,0
0,22,11,6,1,1,14,0,2,0,1,1,8,Reseaux informatiques,0
0,36,8,7,0,1,35,0,2,1,0,0,9,Robotique,0
0,24,13,19,0,1,17,1,3,1,0,0,5,Application mobile 1,0
1,30,21,23,1,1,18,0,4,1,0,1,5,Francais 3,0
1,36,12,8,1,0,33,0,4,0,0,1,4,Systemes d'exploitation,1
0,17,28,2,1,0,13,1,4,0,0,1,6,Francais 3,1
1,19,13,4,1,0,20,0,1,0,0,1,4,Anglais,0
1,36,23,17,1,1,9,0,4,0,0,0,9,Francais 3,1
0,22,5,24,1,0,27,0,4,0,0,0,7,Programmation orientee objet,1
0,35,25,13,0,1,30,1,2,0,0,0,8,Conception de bases de donnees,0
1,26,1,13,1,1,30,0,1,0,0,0,7,Mathematiques discretes,1
0,24,26,5,1,1,32,0,1,0,0,0,8,Philosophie 1,1
1,35,2,0,0,1,6,0,3,0,0,0,6,Reseaux informatiques,1
0,38,24,12,1,1,29,0,3,1,1,0,10,Algorithmes avances,1
1,24,21,13,1,1,17,0,2,0,0,0,8,Developpement web avance,1
0,22,19,3,1,0,9,0,3,0,0,1,6,Philosophie 1,0
0,31,7,12,1,1,11,0,0,0,0,0,9,Philosophie 2,0
0,22,14,24,1,1,29,0,1,1,0,0,7,Philosophie 3,0
0,19,1,1,0,1,5,0,4,0,1,1,7,Reseaux informatiques,0
0,40,18,20,1,0,0,1,0,1,1,1,9,Espagnol,0
1,19,4,5,1,0,20,1,4,0,1,0,10,Traitement du langage naturel,0
1,38,23,15,1,0,20,1,4,0,1,0,4,Structure de base de donnees,0
1,25,15,3,0,1,4,1,0,1,1,1,4,Philosophie 3,0
1,31,13,16,1,0,12,0,1,0,0,0,4,Machine Learning,1
0,21,27,22,1,1,35,0,1,0,0,0,6,Francais 3,1
0,27,10,14,1,1,18,1,2,1,1,1,7,Langages de programmation avances,1
1,18,16,5,1,1,20,0,4,0,0,1,8,Programmation orientee objet,1
1,39,13,4,1,0,0,0,2,1,1,1,4,Intelligence artificielle 1,1
0,40,25,22,1,0,29,0,1,0,0,1,10,Robotique,0
0,17,22,20,0,1,1,0,2,0,1,0,9,Mathematiques discretes,0
0,17,22,4,1,0,17,0,4,0,1,0,9,Application mobile 2,1
1,34,9,1,0,1,4,1,2,0,0,1,4,Francais 3,0
1,22,9,12,1,1,21,0,3,0,0,0,9,Francais 3,1
0,17,20,3,0,0,35,1,3,1,1,0,5,Programmation orientee objet,1
0,31,2,13,0,0,16,0,4,1,1,1,4,Securite informatique,0
1,32,5,14,0,0,1,0,1,1,0,1,7,Francais 3,0
1,39,25,4,1,0,6,1,4,1,0,1,9,Philosophie 1,0
0,37,17,19,1,0,2,1,0,1,0,0,5,Fracais 2,1
1,30,27,23,1,1,26,1,0,1,0,1,6,Conception de bases de donnees,0
1,29,20,19,1,0,8,0,1,1,0,0,6,Francais 1,1
1,30,26,8,1,0,34,0,0,1,0,0,9,Systemes d'exploitation,1
1,29,26,1,0,1,12,1,3,1,1,0,10,Securite informatique,0
1,36,9,17,1,0,6,0,3,1,1,1,9,Intelligence artificielle ethique,1
0,38,23,18,1,0,14,0,3,1,0,1,10,Application mobile 2,0
0,38,18,19,1,1,30,1,2,1,1,0,4,Espagnol,1
1,36,16,11,0,0,13,1,1,1,0,1,10,Developpement web avance,1
1,23,11,13,1,0,1,1,0,0,0,1,9,Reseaux informatiques,1
1,33,21,10,0,1,7,0,2,0,1,0,8,Philosophie 2,0
0,32,5,20,1,0,2,1,2,0,1,0,9,Big Data Analytics,0
0,30,15,13,0,1,19,1,1,0,1,0,8,Reseaux informatiques,0
0,21,23,5,0,0,4,0,0,0,1,0,9,Mathematiques discretes,1
1,27,20,3,1,1,3,0,0,0,1,0,7,Application mobile 2,1
0,17,23,11,1,1,33,1,2,0,0,1,4,Securite informatique,0
1,32,29,25,1,1,12,1,1,1,0,0,8,Fracais 2,1
1,31,15,14,1,0,33,0,3,1,0,0,10,Francais 1,0
1,28,16,8,0,0,32,0,2,1,1,0,5,Genie logiciel,1
0,21,17,23,1,1,1,0,2,0,0,1,9,Philosophie 1,1
0,36,16,18,1,0,2,1,4,0,0,0,6,Systemes d'exploitation,1
1,32,30,4,0,1,31,1,0,1,0,0,8,Big Data Analytics,0
1,36,5,15,1,1,27,1,4,0,0,0,9,Programmation orientee objet,1
0,40,7,2,1,1,18,1,3,0,0,0,8,Peripheriques et objets connectes,0
0,19,22,22,0,1,5,0,4,1,1,0,6,Peripheriques et objets connectes,1
0,37,13,4,0,1,16,1,0,1,1,0,5,Philosophie 3,1
0,27,26,24,0,0,25,0,2,1,0,0,8,Espagnol,0
1,20,16,2,1,0,22,1,2,0,0,1,8,Algorithmes avances,0
0,25,8,3,0,0,29,0,0,0,0,1,9,Traitement du langage naturel,0
1,27,30,16,1,0,16,0,0,0,1,0,10,Big Data Analytics,1
1,22,28,16,1,0,29,1,4,0,1,1,5,Big Data Analytics,0
1,20,21,23,0,1,2,1,0,0,0,1,9,Peripheriques et objets connectes,0
0,18,9,14,1,0,11,0,4,1,1,1,4,Application mobile 2,1
0,31,10,17,0,0,12,0,3,1,1,0,9,Philosophie 3,0
1,35,22,16,0,1,4,0,4,0,1,1,4,Intelligence artificielle 2,0
1,36,13,17,1,1,15,1,1,0,1,1,5,Intelligence artificielle 1,1
1,17,5,17,0,1,25,0,4,0,0,0,8,Systemes d'exploitation,1
0,27,16,7,1,0,31,1,2,0,1,1,7,Intelligence artificielle 2,1
0,18,2,20,0,1,21,1,4,0,1,1,9,Conception de bases de donnees,1
1,24,4,7,0,0,19,1,0,0,1,0,5,Programmation orientee objet,1
0,33,1,9,1,1,21,0,0,1,0,0,8,Francais 3,0
0,30,29,9,0,0,10,1,4,0,1,1,9,Espagnol,0
0,18,2,0,1,0,19,1,3,0,1,1,10,Application mobile 2,0
0,25,21,12,1,0,11,1,1,0,1,0,7,Intelligence artificielle ethique,0
1,25,12,8,0,1,31,1,4,1,0,1,5,Developpement web avance,1
1,27,14,9,0,1,7,0,0,1,1,0,9,Conception de bases de donnees,1
0,40,22,2,0,1,15,1,3,1,0,1,6,Application mobile 2,0
1,24,29,24,1,0,24,0,4,0,0,1,4,Anglais,1
1,22,12,23,1,1,35,0,3,0,1,1,5,Genie logiciel,0
0,33,18,13,0,1,8,0,1,0,1,0,7,Systemes d'exploitation,1
1,24,20,12,0,1,1,0,1,0,0,1,8,Anglais,0
0,33,27,22,0,1,1,1,3,1,0,1,7,Securite informatique,1
1,27,23,9,0,0,16,0,1,0,1,1,8,Structure de base de donnees,0
0,24,1,20,1,0,21,1,4,1,0,1,9,Philosophie 1,0
1,21,28,11,1,1,20,0,2,1,1,0,10,Conception de bases de donnees,1
0,29,16,7,1,1,27,0,3,1,0,1,5,Peripheriques et objets connectes,0
1,33,28,7,0,1,23,0,2,1,1,1,8,Peripheriques et objets connectes,1
0,35,21,14,1,0,8,0,2,0,1,1,5,Reseaux informatiques,1
0,39,19,18,1,1,25,0,4,1,1,0,9,Developpement web avance,0
0,31,30,10,1,1,13,0,4,0,0,0,9,Big Data Analytics,1
1,32,14,22,1,1,0,1,1,0,1,0,4,Peripheriques et objets connectes,1
0,17,28,8,0,1,10,0,2,0,0,0,9,Intelligence artificielle 1,0
0,33,28,15,0,0,28,1,3,0,1,1,4,Application mobile 2,0
1,20,23,12,1,1,27,1,2,1,0,0,5,Developpement web avance,1
1,39,8,17,0,0,8,0,1,0,0,0,4,Intelligence artificielle 2,0
1,23,5,11,0,1,1,1,0,1,0,1,4,Fracais 2,0
1,37,15,20,0,1,20,1,1,0,1,1,4,Genie logiciel,0
1,18,29,6,0,0,27,0,2,0,1,0,7,Traitement du langage naturel,0
1,33,11,11,1,1,26,0,1,1,0,0,5,Application mobile 1,0
1,38,19,24,1,0,4,1,2,0,0,1,6,Francais 3,0
1,30,30,24,1,0,28,1,1,1,1,1,9,Intelligence artificielle 1,0
0,29,17,3,0,1,27,0,3,1,1,1,9,Intelligence artificielle 2,0
0,17,3,10,0,1,11,1,1,1,0,1,8,Philosophie 3,1
1,37,3,13,0,1,27,0,4,1,1,0,5,Algorithmes avances,1
0,27,18,6,0,1,6,0,3,1,0,0,5,Francais 1,1
0,19,27,3,1,0,12,1,0,0,1,0,7,Securite informatique,1
0,22,7,25,0,1,24,0,3,0,1,0,8,Espagnol,0
1,36,6,2,1,0,17,0,1,0,0,0,7,Francais 1,0
1,38,27,9,1,0,28,1,0,1,1,1,10,Genie logiciel,0
0,37,17,18,0,1,6,1,3,0,1,1,9,Intelligence artificielle 2,1
0,23,21,21,1,0,32,0,3,1,1,0,4,Francais 3,1
1,17,18,6,1,0,2,0,2,1,1,1,10,Langages de programmation avances,1
1,38,5,20,1,1,26,0,0,1,0,0,7,Traitement du langage naturel,0
1,25,18,10,0,0,18,0,2,0,1,1,9,Philosophie 3,0
0,39,2,24,0,1,16,1,3,1,1,1,9,Securite informatique,0
0,27,23,23,0,1,28,0,3,1,1,1,4,Philosophie 3,0
1,19,6,5,0,0,11,1,4,1,1,0,9,Philosophie 1,1
0,36,9,21,0,0,9,0,4,0,0,1,5,Structure de base de donnees,0
1,32,25,12,0,1,34,1,3,0,1,0,9,Intelligence artificielle ethique,1
0,35,20,13,0,1,34,0,3,1,0,0,5,Systemes d'exploitation,0
0,26,28,21,1,1,9,0,2,0,0,0,4,Systemes d'exploitation,0
0,30,30,4,1,1,2,1,4,0,0,0,6,Robotique,1
0,29,5,8,1,0,31,1,4,1,0,1,7,Traitement du langage naturel,0
1,24,28,1,1,1,7,0,2,0,0,1,4,Conception de bases de donnees,1
0,34,3,17,0,0,9,0,0,0,1,1,4,Peripheriques et objets connectes,0
1,22,18,7,1,1,24,0,2,1,0,1,7,Philosophie 2,0
0,18,10,8,0,0,19,1,1,0,1,0,10,Big Data Analytics,1
1,21,17,24,1,0,7,0,4,1,0,0,6,Intelligence artificielle 1,0
1,26,26,19,0,0,29,1,4,0,1,0,8,Structure de base de donnees,1
1,37,14,9,1,1,33,0,1,1,0,1,9,Mathematiques discretes,0
1,17,5,24,1,0,21,0,3,0,1,0,9,Application mobile 2,0
1,19,15,11,1,1,14,0,3,1,0,1,10,Anglais,1
1,28,10,15,1,1,33,0,3,0,0,1,9,Fracais 2,1
0,18,5,24,1,1,15,0,1,0,1,1,7,Espagnol,0
1,29,3,23,0,0,26,0,4,1,1,0,9,Securite informatique,0
1,35,18,9,1,1,5,0,0,1,0,0,8,Mathematiques discretes,1
0,32,27,9,1,1,33,1,0,1,1,0,8,Philosophie 2,1
0,24,6,15,1,1,18,0,2,0,1,1,7,Robotique,0
0,22,16,15,1,1,9,1,0,0,0,1,6,Intelligence artificielle 1,1
0,30,30,4,0,1,18,1,3,0,0,0,8,Genie logiciel,0
1,34,3,19,0,1,25,1,1,1,0,1,9,Structure de base de donnees,0
1,24,13,17,0,0,0,0,1,0,1,0,10,Genie logiciel,1
1,32,20,24,1,0,24,1,0,1,1,1,10,Traitement du langage naturel,1
0,24,22,0,0,1,28,0,2,1,1,0,9,Intelligence artificielle 1,1
1,33,18,24,0,1,26,1,3,1,1,1,10,Algorithmes avances,0
0,36,17,15,0,0,34,0,1,0,0,0,4,Philosophie 1,1
1,26,24,1,0,0,34,0,0,1,1,0,10,Robotique,1
0,25,17,23,1,1,11,1,1,1,1,1,9,Developpement web avance,1
0,37,14,16,1,0,34,1,2,1,1,0,9,Fracais 2,1
0,34,9,20,1,1,32,1,1,1,0,0,10,Intelligence artificielle 1,0
1,21,29,1,0,0,33,0,1,1,0,0,5,Francais 3,0
1,27,23,21,0,1,33,1,2,1,0,0,4,Systemes d'exploitation,1
0,25,20,17,1,0,25,1,3,1,0,0,5,Intelligence artificielle ethique,1
1,28,4,12,1,0,27,0,0,0,0,1,6,Big Data Analytics,1
1,28,28,7,0,0,12,0,0,0,0,1,8,Conception de bases de donnees,0
0,37,22,3,1,1,22,1,1,0,0,0,10,Intelligence artificielle 1,1
0,26,21,6,0,1,15,0,2,0,0,0,5,Langages de programmation avances,0
0,26,28,0,0,1,28,1,0,0,1,0,4,Intelligence artificielle ethique,0
1,19,24,8,1,1,27,1,4,1,0,0,7,Intelligence artificielle 1,1
1,37,10,23,0,0,26,0,1,1,0,1,5,Philosophie 2,0
0,40,10,7,1,1,19,0,4,1,0,0,7,Genie logiciel,0
1,22,8,24,1,1,20,1,1,1,1,1,5,Francais 3,1
0,25,15,11,0,0,20,1,4,1,1,1,5,Francais 3,1
0,40,10,20,1,0,5,1,0,0,1,1,6,Algorithmes avances,1
0,33,13,25,0,0,31,0,0,0,0,0,8,Intelligence artificielle 2,0
1,17,1,25,0,0,13,0,0,1,0,0,7,Philosophie 1,1
0,33,26,24,0,0,27,0,4,1,0,1,4,Anglais,1
0,33,4,25,1,1,5,0,0,1,0,0,5,Traitement du langage naturel,1
0,34,12,3,1,0,27,0,4,1,1,0,5,Espagnol,1
1,35,15,13,1,0,18,0,4,0,0,1,10,Intelligence artificielle 1,0
1,25,18,4,0,1,25,1,0,0,0,1,7,Application mobile 1,0
1,20,12,11,0,1,19,0,1,1,0,0,8,Langages de programmation avances,0
0,33,20,1,1,0,34,1,3,1,0,1,7,Fracais 2,1
1,23,1,15,1,0,24,1,4,1,1,0,10,Langages de programmation avances,1
0,20,18,5,0,1,13,1,4,1,0,0,5,Philosophie 3,0
1,22,4,13,1,1,26,0,3,0,0,0,5,Application mobile 1,1
1,23,11,20,1,1,28,1,1,0,1,0,7,Philosophie 2,1
0,28,12,4,0,0,34,1,1,0,0,0,7,Securite informatique,1
0,33,13,0,1,1,17,0,1,0,1,0,7,Philosophie 3,1
0,40,7,15,1,1,2,1,3,1,0,1,4,Anglais,1
1,35,16,21,1,1,8,1,2,1,0,0,4,Philosophie 1,0
1,24,27,15,0,0,28,1,2,1,0,0,10,Robotique,1
1,20,26,0,1,1,8,0,4,1,1,1,6,Securite informatique,1
1,34,22,19,1,1,25,0,0,1,0,1,5,Application mobile 2,0
0,17,3,14,1,1,21,0,3,1,1,0,7,Developpement web avance,0
1,39,30,0,1,1,32,0,1,1,0,1,6,Machine Learning,1
0,18,18,8,1,1,15,1,1,1,1,0,4,Francais 1,1
1,32,30,24,1,1,2,1,3,1,1,1,10,Genie logiciel,0
1,32,27,22,0,1,16,1,1,0,1,0,4,Robotique,1
1,22,2,21,1,0,27,1,4,1,1,0,4,Structure de base de donnees,1
0,39,7,3,1,0,7,1,2,1,1,1,6,Intelligence artificielle 2,0
1,26,14,5,1,0,17,1,0,0,0,1,9,Fracais 2,1
1,32,27,5,0,1,19,1,3,0,0,0,4,Application mobile 2,1
1,28,28,9,1,1,18,1,1,0,0,1,10,Application mobile 1,0
0,18,14,20,0,1,2,1,0,1,1,0,8,Securite informatique,1
1,31,22,8,1,1,10,1,4,0,1,0,4,Genie logiciel,0
0,21,13,20,0,0,18,0,4,0,0,0,8,Robotique,0
1,26,18,17,0,0,20,1,0,1,1,0,5,Genie logiciel,1
1,33,4,9,0,0,25,0,2,1,0,0,10,Peripheriques et objets connectes,1
0,17,22,24,0,0,26,1,1,1,1,1,8,Francais 1,1
1,35,26,18,0,0,28,0,2,1,0,1,4,Intelligence artificielle 2,0
0,39,24,2,1,1,14,0,4,0,0,1,10,Structure de base de donnees,1
1,23,20,7,0,0,13,1,2,1,0,1,10,Francais 3,0
1,27,8,20,1,0,25,0,1,1,1,1,6,Structure de base de donnees,0
0,21,1,16,1,1,30,1,1,0,0,0,6,Algorithmes avances,0
0,21,5,14,0,1,10,1,0,0,0,1,9,Philosophie 3,1
1,24,24,24,1,0,19,1,2,1,1,1,8,Application mobile 1,0
1,17,29,20,1,0,31,0,4,1,0,1,6,Intelligence artificielle 2,0
0,34,15,15,1,0,17,0,4,0,0,0,9,Programmation orientee objet,1
1,31,24,0,1,1,24,1,3,0,1,1,7,Reseaux informatiques,0
1,25,7,21,1,1,14,0,4,0,1,0,9,Intelligence artificielle ethique,1
1,34,17,20,0,1,26,0,3,0,1,1,10,Philosophie 2,1
1,21,14,11,0,0,6,0,0,0,0,1,7,Philosophie 3,0
1,32,6,12,1,1,10,0,0,1,0,1,8,Langages de programmation avances,0
0,31,25,10,0,0,13,0,0,1,1,1,9,Developpement web avance,1
0,26,4,14,0,1,8,0,3,1,1,0,8,Intelligence artificielle 2,0
0,20,8,0,0,1,4,0,4,1,0,1,10,Algorithmes avances,0
1,40,26,10,1,1,33,0,2,0,1,0,6,Intelligence artificielle 1,0
0,20,3,10,0,0,25,1,1,1,0,0,9,Structure de base de donnees,1
0,22,6,16,0,0,35,0,3,1,0,0,7,Intelligence artificielle 1,1
0,23,6,25,0,0,1,1,3,0,0,0,5,Structure de base de donnees,1
0,24,27,13,1,1,5,1,1,1,0,1,7,Philosophie 3,0
0,32,22,15,1,1,17,0,0,0,1,1,10,Machine Learning,0
0,38,16,4,1,1,25,1,0,1,0,1,5,Peripheriques et objets connectes,0
1,29,21,2,1,0,7,0,4,1,0,0,5,Francais 3,0
1,20,14,21,0,0,13,0,4,0,0,1,8,Langages de programmation avances,0
1,17,29,8,0,1,21,1,4,0,0,1,5,Traitement du langage naturel,1
0,35,3,2,1,0,23,1,3,1,1,1,6,Langages de programmation avances,1
0,34,6,6,0,1,2,1,4,1,1,0,5,Philosophie 1,0
1,18,19,0,1,1,27,1,3,0,1,0,10,Traitement du langage naturel,1
1,30,2,17,1,1,25,1,2,0,1,0,7,Peripheriques et objets connectes,0
0,36,16,19,0,1,0,1,1,1,0,0,8,Philosophie 1,1
1,19,26,1,0,1,0,0,3,1,1,1,8,Genie logiciel,1
0,28,30,23,0,0,26,1,0,1,1,1,4,Espagnol,0
0,22,7,11,1,1,1,0,2,0,0,1,8,Mathematiques discretes,0
0,21,4,20,0,0,16,0,2,1,0,0,9,Application mobile 2,1
1,22,29,13,0,1,23,0,1,1,0,0,6,Philosophie 2,1
1,20,28,22,1,0,15,1,3,0,0,0,6,Fracais 2,0
1,39,24,16,1,1,32,0,2,0,1,1,10,Machine Learning,1
1,39,21,17,1,1,32,0,0,1,1,1,10,Francais 3,0
1,19,30,7,1,1,7,1,0,1,0,1,5,Philosophie 1,1
1,40,24,24,0,1,21,0,1,0,1,0,7,Programmation orientee objet,1
0,25,11,0,0,1,18,1,3,1,0,0,5,Securite informatique,1
0,38,27,18,0,1,20,1,1,0,0,1,4,Genie logiciel,0
1,37,16,9,1,1,1,0,1,1,0,0,9,Espagnol,1
0,38,5,6,0,0,8,0,3,1,1,0,9,Philosophie 2,0
0,26,25,3,1,0,10,0,3,1,1,0,4,Intelligence artificielle 1,1
1,18,24,17,0,1,15,0,3,1,0,1,6,Langages de programmation avances,1
1,30,27,2,0,0,28,1,2,1,1,1,6,Peripheriques et objets connectes,0
1,26,4,21,0,1,34,0,4,1,0,0,10,Structure de base de donnees,1
0,36,19,10,1,1,10,0,4,1,0,1,5,Developpement web avance,1
1,39,21,8,1,0,15,1,3,0,0,1,9,Philosophie 3,1
1,24,16,16,0,1,3,0,4,0,0,0,6,Francais 3,0
